iter	Accuracy	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	Precision:use_weights=true;class=0	Precision:use_weights=true;class=1	Precision:use_weights=true;class=2	Precision:use_weights=true;class=3	Precision:use_weights=false;class=0	Precision:use_weights=false;class=1	Precision:use_weights=false;class=2	Precision:use_weights=false;class=3	Recall:use_weights=true;class=0	Recall:use_weights=true;class=1	Recall:use_weights=true;class=2	Recall:use_weights=true;class=3	Recall:use_weights=false;class=0	Recall:use_weights=false;class=1	Recall:use_weights=false;class=2	Recall:use_weights=false;class=3	TotalF1:use_weights=true	TotalF1:use_weights=false
288	0.8425456177	0.5258176751	0.8425456177	0.8583690987	0.8073899659	0.898716328	0.8609127355	0.8358130489	0.8114754098	0.8173076923	0.8653061224	0.8852459016	0.8534482759	0.6640625	0.8670756646	0.8918918919	0.8534482759	0.6640625	0.8670756646	0.8918918919	0.8408905541	0.8575421351
289	0.8425456177	0.5255818121	0.8425456177	0.8583690987	0.8073899659	0.898716328	0.8609127355	0.8358130489	0.8114754098	0.8173076923	0.8653061224	0.8852459016	0.8534482759	0.6640625	0.8670756646	0.8918918919	0.8534482759	0.6640625	0.8670756646	0.8918918919	0.8408905541	0.8575421351
290	0.8431262091	0.5251928647	0.8431262091	0.8589822195	0.8073899659	0.898716328	0.8611945736	0.8371878133	0.8114754098	0.8173076923	0.8655804481	0.8865671642	0.8534482759	0.6640625	0.8691206544	0.8918918919	0.8534482759	0.6640625	0.8691206544	0.8918918919	0.8414614073	0.8581605876
291	0.8437068006	0.5248910631	0.8437068006	0.8595953403	0.8092458145	0.898716328	0.8614752718	0.8371878133	0.8136986301	0.8173076923	0.8658536585	0.8865671642	0.8534482759	0.6640625	0.8711656442	0.8918918919	0.8534482759	0.6640625	0.8711656442	0.8918918919	0.8420234878	0.8587557091
292	0.8442610111	0.5246654837	0.8442610111	0.8595953403	0.8128979313	0.8997760096	0.8611945736	0.8358130489	0.8159340659	0.819047619	0.8655804481	0.8852459016	0.8534482759	0.671875	0.8691206544	0.8918918919	0.8534482759	0.671875	0.8691206544	0.8918918919	0.8427163553	0.8588144543
293	0.8448416025	0.5229598037	0.8448416025	0.8602084611	0.8147792167	0.8997760096	0.8614752718	0.8358130489	0.8181818182	0.819047619	0.8658536585	0.8852459016	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8432800782	0.8594109774
294	0.8448416025	0.5227605161	0.8448416025	0.8602084611	0.8147792167	0.8997760096	0.8614752718	0.8358130489	0.8181818182	0.819047619	0.8658536585	0.8852459016	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8432800782	0.8594109774
295	0.8448416025	0.522537423	0.8448416025	0.8602084611	0.8147792167	0.8997760096	0.8614752718	0.8358130489	0.8181818182	0.819047619	0.8658536585	0.8852459016	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8432800782	0.8594109774
296	0.8448416025	0.5223921354	0.8448416025	0.8602084611	0.8147792167	0.8997760096	0.8614752718	0.8358130489	0.8181818182	0.819047619	0.8658536585	0.8852459016	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8432800782	0.8594109774
297	0.8448416025	0.5221484462	0.8448416025	0.8602084611	0.8147792167	0.8997760096	0.8614752718	0.8358130489	0.8181818182	0.819047619	0.8658536585	0.8852459016	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8534482759	0.671875	0.8711656442	0.8918918919	0.8432800782	0.8594109774
298	0.8474952677	0.5209316647	0.8474952677	0.863274065	0.8182957243	0.908106501	0.8620332761	0.8378733208	0.8227146814	0.8349514563	0.8663967611	0.8870728083	0.8534482759	0.671875	0.8752556237	0.8963963964	0.8534482759	0.671875	0.8752556237	0.8963963964	0.845875108	0.8623934189
299	0.8469977736	0.5200180456	0.8469977736	0.8626609442	0.8182957243	0.9039220624	0.8620332761	0.8376454606	0.8227146814	0.8269230769	0.8663967611	0.8869047619	0.8534482759	0.671875	0.8752556237	0.8948948949	0.8534482759	0.671875	0.8752556237	0.8948948949	0.84538198	0.86180331
300	0.8469977736	0.519790515	0.8469977736	0.8626609442	0.8182957243	0.9039220624	0.8620332761	0.8376454606	0.8227146814	0.8269230769	0.8663967611	0.8869047619	0.8534482759	0.671875	0.8752556237	0.8948948949	0.8534482759	0.671875	0.8752556237	0.8948948949	0.84538198	0.86180331
301	0.8474707236	0.5193621774	0.8474707236	0.863274065	0.8177937087	0.9039220624	0.8605404974	0.8404023154	0.8222222222	0.8269230769	0.8651911469	0.8895522388	0.8505747126	0.671875	0.8793456033	0.8948948949	0.8505747126	0.671875	0.8793456033	0.8948948949	0.8458298719	0.8624195755
302	0.8486564506	0.5188029552	0.8486564506	0.8645003066	0.8182957243	0.908106501	0.862586803	0.8406270426	0.8227146814	0.8349514563	0.8669354839	0.8897168405	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8534482759	0.671875	0.8793456033	0.8963963964	0.847012405	0.863625514
303	0.8486564506	0.5186438651	0.8486564506	0.8645003066	0.8182957243	0.908106501	0.862586803	0.8406270426	0.8227146814	0.8349514563	0.8669354839	0.8897168405	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8534482759	0.671875	0.8793456033	0.8963963964	0.847012405	0.863625514
304	0.8486564506	0.5184933949	0.8486564506	0.8645003066	0.8182957243	0.908106501	0.862586803	0.8406270426	0.8227146814	0.8349514563	0.8669354839	0.8897168405	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8534482759	0.671875	0.8793456033	0.8963963964	0.847012405	0.863625514
305	0.8486564506	0.5177939458	0.8486564506	0.8645003066	0.8182957243	0.908106501	0.8605404974	0.8422677332	0.8227146814	0.8349514563	0.8651911469	0.8910447761	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8470052242	0.8636329811
306	0.8486564506	0.517710823	0.8486564506	0.8645003066	0.8182957243	0.908106501	0.8605404974	0.8422677332	0.8227146814	0.8349514563	0.8651911469	0.8910447761	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8534482759	0.671875	0.8793456033	0.8963963964	0.8470052242	0.8636329811
307	0.8509260545	0.5175013592	0.8509260545	0.8657265481	0.8182957243	0.9100070403	0.8605404974	0.8477239599	0.8227146814	0.8380952381	0.8651911469	0.8937125749	0.8534482759	0.6875	0.8793456033	0.8963963964	0.8534482759	0.6875	0.8793456033	0.8963963964	0.8495504907	0.8650258129
308	0.8509260545	0.517314824	0.8509260545	0.8657265481	0.8182957243	0.9100070403	0.8605404974	0.8477239599	0.8227146814	0.8380952381	0.8651911469	0.8937125749	0.8534482759	0.6875	0.8793456033	0.8963963964	0.8534482759	0.6875	0.8793456033	0.8963963964	0.8495504907	0.8650258129
309	0.8515066459	0.5163105378	0.8515066459	0.8663396689	0.8182957243	0.9100070403	0.8628619042	0.8474635887	0.8227146814	0.8380952381	0.8672032193	0.8937125749	0.8534482759	0.6875	0.881390593	0.8963963964	0.8534482759	0.6875	0.881390593	0.8963963964	0.8501256504	0.8656339591
310	0.8515066459	0.5161570731	0.8515066459	0.8663396689	0.8182957243	0.9100070403	0.8628619042	0.8474635887	0.8227146814	0.8380952381	0.8672032193	0.8937125749	0.8534482759	0.6875	0.881390593	0.8963963964	0.8534482759	0.6875	0.881390593	0.8963963964	0.8501256504	0.8656339591
311	0.8520872374	0.5158756894	0.8520872374	0.8669527897	0.8182957243	0.9100070403	0.8631359061	0.8488698645	0.8227146814	0.8380952381	0.8674698795	0.8950524738	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.850695321	0.8662501076
312	0.8520872374	0.5156221391	0.8520872374	0.8669527897	0.8182957243	0.9100070403	0.8631359061	0.8488698645	0.8227146814	0.8380952381	0.8674698795	0.8950524738	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.850695321	0.8662501076
313	0.8520872374	0.5154085085	0.8520872374	0.8669527897	0.8182957243	0.9100070403	0.8631359061	0.8488698645	0.8227146814	0.8380952381	0.8674698795	0.8950524738	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.850695321	0.8662501076
314	0.8520872374	0.5151675907	0.8520872374	0.8669527897	0.8220301705	0.9100070403	0.8631359061	0.8461255511	0.825	0.8380952381	0.8674698795	0.8937125749	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8506800044	0.8662284088
315	0.8520872374	0.5149632825	0.8520872374	0.8669527897	0.8220301705	0.9100070403	0.8631359061	0.8461255511	0.825	0.8380952381	0.8674698795	0.8937125749	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8506800044	0.8662284088
316	0.8520872374	0.5144952691	0.8520872374	0.8669527897	0.8220301705	0.9100070403	0.8631359061	0.8461255511	0.825	0.8380952381	0.8674698795	0.8937125749	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8534482759	0.6875	0.8834355828	0.8963963964	0.8506800044	0.8662284088
317	0.8513990044	0.5141345286	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
318	0.8513990044	0.5132879218	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
319	0.8513990044	0.5131876739	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
320	0.8513990044	0.5129588287	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
321	0.8513990044	0.512642024	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
322	0.8513990044	0.5122685194	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
323	0.8513990044	0.5120792505	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
324	0.8513990044	0.5119564416	0.8513990044	0.8663396689	0.8215362223	0.9100070403	0.8610964608	0.8461255511	0.8245125348	0.8380952381	0.8657314629	0.8937125749	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8505747126	0.6875	0.8834355828	0.8963963964	0.8499902737	0.865612384
325	0.8519795959	0.5117792885	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
326	0.8519795959	0.5114314176	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
327	0.8519795959	0.5111854769	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
328	0.8519795959	0.5107832336	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
329	0.8519795959	0.5106281744	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
330	0.8519795959	0.5105343541	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
331	0.8519795959	0.5103746646	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
332	0.8526678288	0.510158438	0.8526678288	0.8675659105	0.8220301705	0.9157502478	0.8613727835	0.8475273861	0.825	0.8461538462	0.866	0.8950524738	0.8534482759	0.6875	0.8854805726	0.8963963964	0.8534482759	0.6875	0.8854805726	0.8963963964	0.8512598154	0.8668336679
333	0.8519795959	0.5099877034	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
334	0.8519795959	0.5091358451	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
335	0.8519795959	0.5089993441	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
336	0.8519795959	0.5086757438	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
337	0.8519795959	0.508543042	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
338	0.8519795959	0.5082548328	0.8519795959	0.8669527897	0.8215362223	0.9100070403	0.8613727835	0.8475273861	0.8245125348	0.8380952381	0.866	0.8950524738	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505747126	0.6875	0.8854805726	0.8963963964	0.8505588041	0.8662277638
339	0.8520626932	0.5080674821	0.8520626932	0.8669527897	0.8215362223	0.9100070403	0.8601846557	0.8487187519	0.8245125348	0.8380952381	0.8645418327	0.8962406015	0.8505747126	0.6875	0.8875255624	0.8948948949	0.8505747126	0.6875	0.8875255624	0.8948948949	0.8506398509	0.8662390343
340	0.8527509261	0.5078180008	0.8527509261	0.8675659105	0.8220301705	0.9157502478	0.8601846557	0.8487187519	0.825	0.8461538462	0.8645418327	0.8962406015	0.8534482759	0.6875	0.8875255624	0.8948948949	0.8534482759	0.6875	0.8875255624	0.8948948949	0.8513408623	0.8668449383
341	0.8537459143	0.5076167346	0.8537459143	0.8687921521	0.8253326706	0.9157502478	0.8601846557	0.8491483848	0.8296089385	0.8461538462	0.8645418327	0.8965517241	0.8534482759	0.6875	0.8875255624	0.8978978979	0.8534482759	0.6875	0.8875255624	0.8978978979	0.8522964121	0.8680286929
342	0.8537459143	0.5073358864	0.8537459143	0.8687921521	0.8253326706	0.9157502478	0.8601846557	0.8491483848	0.8296089385	0.8461538462	0.8645418327	0.8965517241	0.8534482759	0.6875	0.8875255624	0.8978978979	0.8534482759	0.6875	0.8875255624	0.8978978979	0.8522964121	0.8680286929
343	0.8555689492	0.505728109	0.8555689492	0.8700183936	0.8258167082	0.9166179425	0.8601846557	0.8535899775	0.8300835655	0.8476190476	0.8645418327	0.8992481203	0.8563218391	0.6953125	0.8875255624	0.8978978979	0.8563218391	0.6953125	0.8875255624	0.8978978979	0.8542479153	0.8693470034
344	0.8567037511	0.5049506351	0.8567037511	0.8706315144	0.8296074541	0.9174679466	0.8601846557	0.8535899775	0.8324022346	0.8490566038	0.8645418327	0.8992481203	0.8563218391	0.703125	0.8875255624	0.8978978979	0.8563218391	0.703125	0.8875255624	0.8978978979	0.855494286	0.8700163227
345	0.8573919841	0.5046984212	0.8573919841	0.8712446352	0.830080496	0.9174679466	0.8601846557	0.8552788753	0.8328690808	0.8490566038	0.8645418327	0.9006024096	0.8591954023	0.703125	0.8875255624	0.8978978979	0.8591954023	0.703125	0.8875255624	0.8978978979	0.8561794941	0.8706410156
346	0.8573919841	0.5045538815	0.8573919841	0.8712446352	0.830080496	0.9174679466	0.8601846557	0.8552788753	0.8328690808	0.8490566038	0.8645418327	0.9006024096	0.8591954023	0.703125	0.8875255624	0.8978978979	0.8591954023	0.703125	0.8875255624	0.8978978979	0.8561794941	0.8706410156
347	0.858080217	0.5043786497	0.858080217	0.871857756	0.8305509186	0.9174679466	0.8642456651	0.8535899775	0.8333333333	0.8490566038	0.868	0.8992481203	0.8620689655	0.703125	0.8875255624	0.8978978979	0.8620689655	0.703125	0.8875255624	0.8978978979	0.856869189	0.8712440103
348	0.858080217	0.5041222854	0.858080217	0.871857756	0.8305509186	0.9174679466	0.8642456651	0.8535899775	0.8333333333	0.8490566038	0.868	0.8992481203	0.8620689655	0.703125	0.8875255624	0.8978978979	0.8620689655	0.703125	0.8875255624	0.8978978979	0.856869189	0.8712440103
349	0.858080217	0.5038861481	0.858080217	0.871857756	0.8305509186	0.9174679466	0.8642456651	0.8535899775	0.8333333333	0.8490566038	0.868	0.8992481203	0.8620689655	0.703125	0.8875255624	0.8978978979	0.8620689655	0.703125	0.8875255624	0.8978978979	0.856869189	0.8712440103
350	0.858080217	0.5037246592	0.858080217	0.871857756	0.8305509186	0.9174679466	0.8642456651	0.8535899775	0.8333333333	0.8490566038	0.868	0.8992481203	0.8620689655	0.703125	0.8875255624	0.8978978979	0.8620689655	0.703125	0.8875255624	0.8978978979	0.856869189	0.8712440103
351	0.858080217	0.5035484004	0.858080217	0.871857756	0.8305509186	0.9174679466	0.8642456651	0.8535899775	0.8333333333	0.8490566038	0.868	0.8992481203	0.8620689655	0.703125	0.8875255624	0.8978978979	0.8620689655	0.703125	0.8875255624	0.8978978979	0.856869189	0.8712440103
352	0.8609813374	0.502625311	0.8609813374	0.8743102391	0.8329587494	0.9183007955	0.8659901965	0.858281633	0.8361111111	0.8504672897	0.87	0.9021084337	0.8649425287	0.7109375	0.8895705521	0.8993993994	0.8649425287	0.7109375	0.8895705521	0.8993993994	0.8598590328	0.8737539862
353	0.8609813374	0.5024926424	0.8609813374	0.8743102391	0.8329587494	0.9183007955	0.8659901965	0.858281633	0.8361111111	0.8504672897	0.87	0.9021084337	0.8649425287	0.7109375	0.8895705521	0.8993993994	0.8649425287	0.7109375	0.8895705521	0.8993993994	0.8598590328	0.8737539862
354	0.8604838433	0.5022409777	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
355	0.8604838433	0.5021103039	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
356	0.8604838433	0.5016710263	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
357	0.8604838433	0.5015235723	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
358	0.8604838433	0.50134064	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
359	0.8604838433	0.5011718886	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
360	0.8604838433	0.5010118907	0.8604838433	0.8736971183	0.8329587494	0.9142561604	0.8659901965	0.8580782794	0.8361111111	0.8425925926	0.87	0.9019607843	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8649425287	0.7109375	0.8895705521	0.8978978979	0.8593620636	0.8731586979
361	0.8616186452	0.5007700739	0.8616186452	0.8743102391	0.8329587494	0.9151090405	0.8693730199	0.8580782794	0.8361111111	0.8440366972	0.871743487	0.9019607843	0.8649425287	0.71875	0.8895705521	0.8978978979	0.8649425287	0.71875	0.8895705521	0.8978978979	0.8606170964	0.8738325479
362	0.8616186452	0.5005487177	0.8616186452	0.8743102391	0.8329587494	0.9151090405	0.8693730199	0.8580782794	0.8361111111	0.8440366972	0.871743487	0.9019607843	0.8649425287	0.71875	0.8895705521	0.8978978979	0.8649425287	0.71875	0.8895705521	0.8978978979	0.8606170964	0.8738325479
363	0.8602421794	0.5002157168	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
364	0.8602421794	0.4998693143	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
365	0.8602421794	0.4996864781	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
366	0.8602421794	0.4995153038	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
367	0.8602421794	0.499180496	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
368	0.8602421794	0.4982558158	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
369	0.8602421794	0.4980592494	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
370	0.8602421794	0.4977858076	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
371	0.8602421794	0.4976658384	0.8602421794	0.8730839975	0.832029096	0.9151090405	0.8652731982	0.8580782794	0.8351955307	0.8440366972	0.8682634731	0.9019607843	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8591954023	0.71875	0.8895705521	0.8978978979	0.8592406053	0.8726042672
372	0.8608227708	0.4974108299	0.8608227708	0.8736971183	0.832029096	0.9151090405	0.8655406558	0.8595176187	0.8351955307	0.8440366972	0.8685258964	0.9033232628	0.8591954023	0.71875	0.8916155419	0.8978978979	0.8591954023	0.71875	0.8916155419	0.8978978979	0.8598108789	0.8732201898
373	0.8619575728	0.4972215146	0.8619575728	0.8743102391	0.8358642934	0.9159451207	0.8655406558	0.8595176187	0.837535014	0.8454545455	0.8685258964	0.9033232628	0.8591954023	0.7265625	0.8916155419	0.8978978979	0.8591954023	0.7265625	0.8916155419	0.8978978979	0.8610400948	0.8738800256
374	0.8625117833	0.4963586914	0.8625117833	0.8743102391	0.8358642934	0.9167648926	0.8652731982	0.860896069	0.837535014	0.8468468468	0.8682634731	0.9033232628	0.8591954023	0.734375	0.8895705521	0.8978978979	0.8591954023	0.734375	0.8895705521	0.8978978979	0.8617068421	0.873940925
375	0.8638882491	0.4962111367	0.8638882491	0.8755364807	0.8367768846	0.9167648926	0.8693730199	0.860896069	0.8384401114	0.8468468468	0.871743487	0.9033232628	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8630838128	0.8751694635
376	0.8638882491	0.4958942143	0.8638882491	0.8755364807	0.8367768846	0.9167648926	0.8693730199	0.860896069	0.8384401114	0.8468468468	0.871743487	0.9033232628	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8630838128	0.8751694635
377	0.8638882491	0.4956240543	0.8638882491	0.8755364807	0.8367768846	0.9167648926	0.8693730199	0.860896069	0.8384401114	0.8468468468	0.871743487	0.9033232628	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8649425287	0.734375	0.8895705521	0.8978978979	0.8630838128	0.8751694635
378	0.8649663347	0.4944328219	0.8649663347	0.8767627223	0.8384618033	0.9167648926	0.8696335648	0.8625431044	0.8407821229	0.8468468468	0.872	0.9048338369	0.8649425287	0.734375	0.8916155419	0.8993993994	0.8649425287	0.734375	0.8916155419	0.8993993994	0.8641362174	0.8763811223
